# BLASTP 2.16.0+
# Query: NewSeq_1
# Database: sabdab_cdr_seq_label_all_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
NewSeq_1	Seq_14720	70.000	10	3	0	2	11	102	111	4.6	19.2
NewSeq_1	Seq_12242	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_12241	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_5792	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_5791	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_5790	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_5789	70.000	10	3	0	2	11	103	112	4.9	19.2
NewSeq_1	Seq_16886	87.500	8	1	0	4	11	98	105	6.2	18.9
NewSeq_1	Seq_9646	87.500	8	1	0	4	11	98	105	6.2	18.9
NewSeq_1	Seq_9645	87.500	8	1	0	4	11	98	105	6.2	18.9
NewSeq_1	Seq_8226	87.500	8	1	0	4	11	98	105	6.3	18.9
NewSeq_1	Seq_8225	87.500	8	1	0	4	11	98	105	6.3	18.9
NewSeq_1	Seq_8224	87.500	8	1	0	4	11	98	105	6.3	18.9
NewSeq_1	Seq_8223	87.500	8	1	0	4	11	98	105	6.3	18.9
NewSeq_1	Seq_8222	87.500	8	1	0	4	11	98	105	6.3	18.9
# BLASTP 2.16.0+
# Query: NewSeq_2
# Database: sabdab_cdr_seq_label_all_db
# 0 hits found
# BLASTP 2.16.0+
# Query: NewSeq_3
# Database: sabdab_cdr_seq_label_all_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 19 hits found
NewSeq_3	Seq_5876	87.500	8	1	0	4	11	104	111	0.96	21.2
NewSeq_3	Seq_5875	87.500	8	1	0	4	11	104	111	0.96	21.2
NewSeq_3	Seq_5874	87.500	8	1	0	4	11	104	111	0.96	21.2
NewSeq_3	Seq_13523	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_13522	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_10230	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_10229	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_10228	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_10227	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_7411	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_7410	88.889	9	1	0	1	9	97	105	1.5	20.8
NewSeq_3	Seq_3162	54.545	11	5	0	1	11	105	115	3.4	19.6
NewSeq_3	Seq_3161	54.545	11	5	0	1	11	105	115	3.4	19.6
NewSeq_3	Seq_3160	54.545	11	5	0	1	11	105	115	3.4	19.6
NewSeq_3	Seq_1780	54.545	11	5	0	1	11	105	115	3.4	19.6
NewSeq_3	Seq_1070	85.714	7	1	0	5	11	107	113	7.7	18.5
NewSeq_3	Seq_1059	85.714	7	1	0	5	11	107	113	7.7	18.5
NewSeq_3	Seq_1058	85.714	7	1	0	5	11	107	113	7.7	18.5
NewSeq_3	Seq_8208	66.667	9	3	0	3	11	106	114	8.4	18.5
# BLASTP 2.16.0+
# Query: NewSeq_4
# Database: sabdab_cdr_seq_label_all_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NewSeq_4	Seq_3410	87.500	8	1	0	5	12	107	114	9.4	18.5
# BLASTP 2.16.0+
